"","","","","","","","","","/病院の種類_009 コード","1","2","3","4","5","6","7","8","9","10","11","12","14","13"
"","","","","","","","","","/病院の種類_009 補助コード","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","調査年10 コード","調査年10 補助コード","調査年10","都道府県－指定都市・特別区・中核市（再掲） コード","都道府県－指定都市・特別区・中核市（再掲） 補助コード","都道府県－指定都市・特別区・中核市（再掲）","/病院の種類_009","総数","精神病床（総数）","精神病床（精神科病院）","精神病床（一般病院）","感染症病床","結核病床","療養病床","一般病床","一般病院(再掲)","療養病床のみの病院(再掲)","療養病床及び一般病床のみの病院(再掲)","地域医療支援病院(再掲)","特定機能病院(再掲)","救急告示病院(再掲)"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00100","","全国","","1,191.1","256.5","195.3","61.2","1.5","3.0","220.1","710.0","995.8","99.2","700.1","242.4","58.2","690.8"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00110","","北海道","","1,765.3","379.6","270.0","109.7","1.9","2.8","363.0","1,018.0","1,495.3","163.3","1,076.2","174.5","48.5","936.1"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00120","","青森","","1,357.2","354.6","269.9","84.7","2.3","2.8","197.2","800.3","1,087.2","66.7","654.3","280.1","53.7","826.4"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00130","","岩手","","1,362.9","340.6","285.8","54.8","3.3","7.8","172.1","839.1","1,077.0","54.8","600.8","216.0","86.0","777.8"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00140","","宮城","","1,080.8","271.2","226.6","44.6","1.3","1.2","137.5","669.7","854.2","34.8","573.0","252.3","51.2","617.8"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00150","","秋田","","1,521.6","417.8","340.3","77.6","3.9","3.9","190.6","905.3","1,181.3","79.2","494.4","74.1","67.3","881.0"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00160","","山形","","1,324.9","333.3","283.2","50.1","1.6","-","206.3","783.6","1,041.6","99.9","731.9","347.5","62.1","819.5"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00170","","福島","","1,349.4","341.0","301.9","39.0","1.8","3.8","167.1","835.7","1,047.5","55.8","701.0","226.7","44.0","773.3"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00180","","茨城","","1,074.0","256.4","155.9","100.5","1.7","2.5","183.3","630.2","918.1","44.0","581.3","294.0","28.3","633.3"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00190","","栃木","","1,104.1","261.4","194.7","66.7","1.6","1.6","201.5","638.0","909.4","72.6","542.3","214.8","122.7","685.6"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00200","","群馬","","1,220.9","262.6","173.4","89.2","2.7","3.4","207.8","744.4","1,047.5","29.9","677.2","259.4","38.4","782.8"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00210","","埼玉","","858.6","185.5","142.7","42.8","1.1","1.8","150.6","519.6","716.0","67.1","535.8","169.5","22.2","499.4"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00220","","千葉","","957.2","194.4","140.6","53.7","1.0","1.5","176.1","584.3","816.6","95.0","618.5","193.4","20.4","581.8"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00230","","東京","","890.7","146.7","87.4","59.3","1.0","3.0","155.2","584.7","803.2","83.5","550.4","160.2","101.7","544.3"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00240","","神奈川","","792.7","143.3","117.5","25.9","0.8","1.6","138.3","508.7","675.2","61.6","497.8","211.5","38.7","448.8"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00250","","新潟","","1,208.7","285.0","229.3","55.7","1.7","1.4","154.1","766.5","979.4","37.6","712.2","182.8","38.9","716.7"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00260","","富山","","1,454.6","295.3","239.7","55.6","2.5","5.2","362.0","789.7","1,214.9","312.8","763.7","420.6","60.8","786.0"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00270","","石川","","1,475.1","324.4","259.8","64.7","1.8","7.4","262.6","878.9","1,215.3","150.3","736.9","230.9","148.5","908.7"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00280","","福井","","1,350.9","288.2","207.5","80.6","2.2","5.4","220.6","834.7","1,143.4","59.0","631.7","262.4","80.6","950.4"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00290","","山梨","","1,320.5","278.3","235.2","43.1","3.5","2.8","251.1","784.8","1,085.3","119.5","662.2","80.9","77.6","831.9"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00300","","長野","","1,129.4","224.6","117.3","107.3","2.3","2.2","156.0","744.3","1,012.2","29.8","527.2","253.1","35.8","843.6"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00310","","岐阜","","983.9","196.7","168.0","28.7","1.6","5.2","140.7","639.7","816.0","52.1","564.7","238.0","31.8","722.9"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00320","","静岡","","1,013.4","180.4","167.5","12.9","1.4","2.6","241.1","588.0","845.9","161.9","643.1","320.2","34.5","587.9"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00330","","愛知","","872.4","163.5","119.9","43.6","0.9","1.5","175.0","531.6","752.5","97.4","532.1","219.1","62.3","529.9"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00340","","三重","","1,105.2","264.6","195.8","68.8","1.4","1.7","202.5","634.9","909.4","63.5","604.1","371.8","39.7","696.3"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00350","","滋賀","","976.1","160.7","121.7","39.0","2.4","4.5","172.4","636.1","854.4","42.1","460.9","375.1","42.9","647.9"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00360","","京都","","1,253.5","217.4","131.9","85.5","1.7","7.2","137.8","889.5","1,121.6","45.2","724.0","306.3","87.0","830.5"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00370","","大阪","","1,172.6","204.9","156.6","48.3","0.9","3.3","225.0","738.6","1,016.0","105.2","833.1","258.5","64.7","847.1"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00380","","兵庫","","1,185.3","212.9","185.4","27.6","1.0","2.7","229.7","739.0","1,000.0","106.1","811.1","299.8","35.3","688.4"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00390","","奈良","","1,226.5","221.1","92.8","128.3","1.9","2.3","198.8","802.4","1,133.6","70.9","766.4","174.7","76.5","790.7"
"85","","病院の人口１０万対病床数","2023000000","","令和5年(2023年)","00400","","和歌山","","1,400.4","228.5","181.6","46.9","3.6","1.7","211.4","955.3","1,218.8","63.0","797.1","214.6","89.7","1,005.6"
